ID,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Name_hash
60866,F,19.0,175.0,52.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Team,,5b98029ab41ebee24bd156a86d809c40396c5c494763ab2488ca48214ef487f7
60866,F,23.0,175.0,52.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Archery,Archery Women's Individual,,5b98029ab41ebee24bd156a86d809c40396c5c494763ab2488ca48214ef487f7
60867,F,31.0,172.0,65.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,,a1a4c54842bac4a38d86cd45fcd0865da94cc182b36c42ee4668c30f8f26e08d
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Team All-Around,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Floor Exercise,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horse Vault,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Parallel Bars,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Horizontal Bar,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Rings,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60872,M,27.0,167.0,63.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Pommelled Horse,,22017941718bb9fdf731fa65e6c5455fa783c2c9fe98b0fd394645539d26ebaf
60873,F,21.0,173.0,62.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,,11480921e135955630ea7ce4749bf57ef1720fdf7c8dda5ff6ea21bacb646ed6
60873,F,25.0,173.0,62.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,,11480921e135955630ea7ce4749bf57ef1720fdf7c8dda5ff6ea21bacb646ed6
60874,F,21.0,172.0,63.0,Hungary,HUN,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,,6157ee47e4f427b680fb62ca77806f24b1941035b9c4f335675b7581611f5118
60874,F,25.0,172.0,63.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,,6157ee47e4f427b680fb62ca77806f24b1941035b9c4f335675b7581611f5118
61036,M,35.0,180.0,75.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Singles,,c55308da61ba0c4980b3c28d7cb59dc80fc3a8c7123b5cdd6c46f8f112692fce
61036,M,35.0,180.0,75.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,,c55308da61ba0c4980b3c28d7cb59dc80fc3a8c7123b5cdd6c46f8f112692fce
61068,M,23.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Football,Football Men's Football,,997b9d2549fbf22ea380f770262c1e228d05101926e8f7cdc1933220037c9c08
61077,M,26.0,192.0,133.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",,4cedb455544a9ff9c5f34e5670a192696ea8b5a0015dd78b2e6f7814a4511d2c
61077,M,26.0,192.0,133.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",,4cedb455544a9ff9c5f34e5670a192696ea8b5a0015dd78b2e6f7814a4511d2c
61077,M,30.0,192.0,133.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",,4cedb455544a9ff9c5f34e5670a192696ea8b5a0015dd78b2e6f7814a4511d2c
61099,M,,,62.0,Pannonia RC/National RC,HUN,1908 Summer,1908,Summer,London,Rowing,Rowing Men's Coxed Eights,,dd520a7eb7c99b62a7e0ce30b0ec28fe77762df4cf88ce340a1e54f0f858a548
61105,F,25.0,178.0,84.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Shot Put,,544cfd371d5eac7143e2a7405abe8a2ca834e2e1f9fc72b6e54c7e8a2ca24ce1
61105,F,25.0,178.0,84.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Discus Throw,,544cfd371d5eac7143e2a7405abe8a2ca834e2e1f9fc72b6e54c7e8a2ca24ce1
61105,F,29.0,178.0,84.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's Discus Throw,Bronze,544cfd371d5eac7143e2a7405abe8a2ca834e2e1f9fc72b6e54c7e8a2ca24ce1
61225,M,24.0,178.0,99.0,Hungary,HUN,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Discus Throw,,4f73e4075230f99b70a5fc9fe61e2f97fe53173757539e295ba401b87c64ef97
61225,M,28.0,178.0,99.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Discus Throw,,4f73e4075230f99b70a5fc9fe61e2f97fe53173757539e295ba401b87c64ef97
61225,M,32.0,178.0,99.0,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Discus Throw,,4f73e4075230f99b70a5fc9fe61e2f97fe53173757539e295ba401b87c64ef97
61225,M,36.0,178.0,99.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,4f73e4075230f99b70a5fc9fe61e2f97fe53173757539e295ba401b87c64ef97
61287,M,25.0,165.0,57.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,ac016a03e5f1120ef45d56bb1fb94a656c992eb44879ae8228d4056fbbb23329
61287,M,29.0,165.0,57.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Freestyle",,ac016a03e5f1120ef45d56bb1fb94a656c992eb44879ae8228d4056fbbb23329
61332,F,16.0,175.0,54.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,,1025ae3d0497ccd5e9f1e6499c17904b8b5aa4193dc0d1627d74e1d720169ecf
61332,F,16.0,175.0,54.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,,1025ae3d0497ccd5e9f1e6499c17904b8b5aa4193dc0d1627d74e1d720169ecf
61332,F,16.0,175.0,54.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,,1025ae3d0497ccd5e9f1e6499c17904b8b5aa4193dc0d1627d74e1d720169ecf
61435,F,22.0,166.0,53.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",,ab4379d960c9fd5b7cc0eaa987783316d9e446d429536e5aa3c448094354f789
61435,F,22.0,166.0,53.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",,ab4379d960c9fd5b7cc0eaa987783316d9e446d429536e5aa3c448094354f789
61435,F,30.0,166.0,53.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",,ab4379d960c9fd5b7cc0eaa987783316d9e446d429536e5aa3c448094354f789
61435,F,30.0,166.0,53.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",,ab4379d960c9fd5b7cc0eaa987783316d9e446d429536e5aa3c448094354f789
61435,F,38.0,166.0,53.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",,ab4379d960c9fd5b7cc0eaa987783316d9e446d429536e5aa3c448094354f789
61529,M,22.0,175.0,78.0,Hungary,HUN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,,166f9f2259ea73e537e8dd8af39c45a464f1ec325d2eb6c6c6ecb9bf28c9daee
61529,M,22.0,175.0,78.0,Hungary,HUN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",,166f9f2259ea73e537e8dd8af39c45a464f1ec325d2eb6c6c6ecb9bf28c9daee
61529,M,22.0,175.0,78.0,Hungary,HUN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",,166f9f2259ea73e537e8dd8af39c45a464f1ec325d2eb6c6c6ecb9bf28c9daee
61530,M,16.0,180.0,80.0,Hungary,HUN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",,9b2406a7cb4584a47ffeebc870cd9c2d2e76e61527465164069c346eff61eac9
61530,M,20.0,180.0,80.0,Hungary,HUN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,,9b2406a7cb4584a47ffeebc870cd9c2d2e76e61527465164069c346eff61eac9
61530,M,20.0,180.0,80.0,Hungary,HUN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",,9b2406a7cb4584a47ffeebc870cd9c2d2e76e61527465164069c346eff61eac9
61530,M,20.0,180.0,80.0,Hungary,HUN,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",,9b2406a7cb4584a47ffeebc870cd9c2d2e76e61527465164069c346eff61eac9
61530,M,24.0,180.0,80.0,Hungary,HUN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,,9b2406a7cb4584a47ffeebc870cd9c2d2e76e61527465164069c346eff61eac9
61530,M,24.0,180.0,80.0,Hungary,HUN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",,9b2406a7cb4584a47ffeebc870cd9c2d2e76e61527465164069c346eff61eac9
61530,M,24.0,180.0,80.0,Hungary,HUN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",,9b2406a7cb4584a47ffeebc870cd9c2d2e76e61527465164069c346eff61eac9
61650,F,23.0,174.0,69.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,23.0,174.0,69.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,27.0,174.0,69.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,27.0,174.0,69.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,27.0,174.0,69.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,31.0,174.0,69.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,31.0,174.0,69.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,35.0,174.0,69.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61650,F,35.0,174.0,69.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver,0e00f44b9a88f10499bd7fe2178c922d14d60e73f63077cf2ba4effb6d1ed581
61720,M,24.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Discus Throw,,ccc706e4fadfe762172d56108da79f7ea111acb37a9fe1bb4d9ba9c91cfad8d1
61720,M,24.0,,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Discus Throw, Both Hands",,ccc706e4fadfe762172d56108da79f7ea111acb37a9fe1bb4d9ba9c91cfad8d1
61757,F,19.0,167.0,58.0,Hungary,HUN,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,1162a48a9f5103e446d1e59415108356240f18216094bfeee24922536830f899
61769,M,,,,Hungary,HUN,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,,a1ecdfb0b6d17f6fea424061d415fa3a5a31eb7ac9094ae5b83d2760f41b9e29
61825,M,22.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Flyweight,Gold,64f3397859fd28109bd2f93c142acc00e051d6cfa8748263c283b34d9da4ebae
61826,F,31.0,170.0,60.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze,b0c8cd30daf53328dce81f3427ec69f37499f57188f2acc2dc5c11cdda1a13d2
61827,M,27.0,173.0,74.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,c2bdfc200ff525cb9bc72547deb7e0188e7a0b3c1ae46644f62ad91bb58d1996
61828,M,25.0,164.0,68.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Lightweight, Freestyle",,d6898465f1e1cbdedb2f8c1fc8f750b5cfd88004330458b9a1d854e3d42eded5
61828,M,29.0,164.0,68.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",,d6898465f1e1cbdedb2f8c1fc8f750b5cfd88004330458b9a1d854e3d42eded5
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Individual All-Around,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Team All-Around,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Floor Exercise,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horse Vault,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Parallel Bars,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Horizontal Bar,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Rings,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61829,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Men's Pommelled Horse,,3de59449af32c1060fc65d84fb6978b4d1e65f8d51c980ae95c3e9a7124c962d
61830,M,21.0,167.0,70.0,Hungary,HUN,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,Gold,b15386009be6cef0ddc5642ca3a3458294f443cf8c4ef447521ee4bc1ccd4da8
61830,M,25.0,167.0,70.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Silver,b15386009be6cef0ddc5642ca3a3458294f443cf8c4ef447521ee4bc1ccd4da8
61831,M,24.0,,,Hungary,HUN,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Running Target, Single And Double Shot",,7d6b52f826db6181f3f72e7808ee8292e75b5815f9dd255fd0d64dc5dbde0c6f
61832,M,22.0,,,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Gold,0bbcf2e0e5988f8ee93be7d42a4d167b348c09757cca02fc0725aa094408a151
61838,M,23.0,185.0,,Hungary,HUN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Shot Put,,11f8338b6487a30eeeb66aabef12096f67aa8f8f4199f4a22f0f3bdb9e7e4cdf
61838,M,23.0,185.0,,Hungary,HUN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Discus Throw,,11f8338b6487a30eeeb66aabef12096f67aa8f8f4199f4a22f0f3bdb9e7e4cdf
61838,M,23.0,185.0,,Hungary,HUN,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's Discus Throw, Greek Style",,11f8338b6487a30eeeb66aabef12096f67aa8f8f4199f4a22f0f3bdb9e7e4cdf
61838,M,23.0,185.0,,Hungary,HUN,1908 Summer,1908,Summer,London,Athletics,"Athletics Men's Javelin Throw, Freestyle",,11f8338b6487a30eeeb66aabef12096f67aa8f8f4199f4a22f0f3bdb9e7e4cdf
61838,M,27.0,185.0,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Discus Throw,,11f8338b6487a30eeeb66aabef12096f67aa8f8f4199f4a22f0f3bdb9e7e4cdf
61838,M,27.0,185.0,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Javelin Throw,Bronze,11f8338b6487a30eeeb66aabef12096f67aa8f8f4199f4a22f0f3bdb9e7e4cdf
61838,M,27.0,185.0,,Hungary,HUN,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Javelin Throw, Both Hands",,11f8338b6487a30eeeb66aabef12096f67aa8f8f4199f4a22f0f3bdb9e7e4cdf
61840,M,29.0,176.0,108.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,8fe9e98abe9c247fd07ddb24d1bb7493436998757c1e7799bac39fb52367af29
61842,M,17.0,,,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Freestyle,,7a03c81b1e9f44c40f811e9f60f420f53e7c04f48574ee320d625bd5cd2917c2
61842,M,17.0,,,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,"Swimming Men's 1,500 metres Freestyle",,7a03c81b1e9f44c40f811e9f60f420f53e7c04f48574ee320d625bd5cd2917c2
61843,M,25.0,194.0,84.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,,c8c5785b26d23868f8e95c76b8270695b4f564568fcdba046154051bbb5cd69b
62071,M,26.0,191.0,86.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,,1f6fba598c422b015f09fd94893d2de6c07b0cbba10d9fcc7458e3df6481d4a8
62075,F,27.0,180.0,69.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Handball,Handball Women's Handball,Bronze,d134572bbc5dd4da22392f7b58fc258ea78eefda6f21e6686a8e5db48c0f8d6d
62075,F,31.0,180.0,69.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Silver,d134572bbc5dd4da22392f7b58fc258ea78eefda6f21e6686a8e5db48c0f8d6d
62076,M,24.0,185.0,89.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",,7f536bf763a428b66544bce37c02c6d792365333a5dc2f97e0bd3a60d382374b
62076,M,28.0,185.0,89.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",,7f536bf763a428b66544bce37c02c6d792365333a5dc2f97e0bd3a60d382374b
62076,M,36.0,185.0,89.0,Hungary,HUN,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,7f536bf763a428b66544bce37c02c6d792365333a5dc2f97e0bd3a60d382374b
62149,M,27.0,175.0,66.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",,6d16c24b44cab2f61805bd81724d75ecbaeef1ec1cfee82ad3a7b39f7626c09c
62149,M,27.0,175.0,66.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Individual",Silver,6d16c24b44cab2f61805bd81724d75ecbaeef1ec1cfee82ad3a7b39f7626c09c
62149,M,27.0,175.0,66.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",,6d16c24b44cab2f61805bd81724d75ecbaeef1ec1cfee82ad3a7b39f7626c09c
62149,M,35.0,175.0,66.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Individual",,6d16c24b44cab2f61805bd81724d75ecbaeef1ec1cfee82ad3a7b39f7626c09c
62149,M,35.0,175.0,66.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's epee, Team",,6d16c24b44cab2f61805bd81724d75ecbaeef1ec1cfee82ad3a7b39f7626c09c
62149,M,39.0,175.0,66.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's epee, Team",Silver,6d16c24b44cab2f61805bd81724d75ecbaeef1ec1cfee82ad3a7b39f7626c09c
62221,M,17.0,185.0,79.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 200 metres Freestyle,,94179a271e3b6c6a6633e09674aa5cd28af06d65ae0a29541f63990d53cdfa02
62246,M,24.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",,d9cc85fc332577fedc78a9694b3b8a365c58c93e4237eca14de152154a81dcd6
62269,M,20.0,180.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",,7d02df65e563321b87a0157f79daecc1487c82eb3165ed8ddd39019938863af6
62269,M,20.0,180.0,80.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",,7d02df65e563321b87a0157f79daecc1487c82eb3165ed8ddd39019938863af6
62269,M,24.0,180.0,80.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold,7d02df65e563321b87a0157f79daecc1487c82eb3165ed8ddd39019938863af6
62269,M,24.0,180.0,80.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,7d02df65e563321b87a0157f79daecc1487c82eb3165ed8ddd39019938863af6
62269,M,28.0,180.0,80.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold,7d02df65e563321b87a0157f79daecc1487c82eb3165ed8ddd39019938863af6
62269,M,32.0,180.0,80.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",,7d02df65e563321b87a0157f79daecc1487c82eb3165ed8ddd39019938863af6
62269,M,32.0,180.0,80.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze,7d02df65e563321b87a0157f79daecc1487c82eb3165ed8ddd39019938863af6
62283,M,23.0,181.0,73.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Butterfly,,7b4181222ba1114839f2a058c981557703c630129753f629a988b5cfaf75e56f
62286,M,23.0,,,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Long Jump,,f25f6c0ed2b3218f965f427e4c374278b610c26dcae52aed34429496ec1237ae
62310,M,23.0,185.0,71.0,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,,ca20f93b22c2c3d1efdde6b32fcec109c0f5d0e8f2bd992981aa771001a85446
62311,M,24.0,182.0,93.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver,7f0ffe2841a22937a887ac0aa0e9ee90ada8c4ebe689a343955a2d7a118400e2
62311,M,27.0,182.0,93.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",,7f0ffe2841a22937a887ac0aa0e9ee90ada8c4ebe689a343955a2d7a118400e2
62322,M,25.0,174.0,67.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",,26b5f359b7da4920fa9b5776904f57387da0bf8201c249d3e09cf802270783c2
62322,M,25.0,174.0,67.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Team",,26b5f359b7da4920fa9b5776904f57387da0bf8201c249d3e09cf802270783c2
62336,M,23.0,160.0,77.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Weightlifting,Weightlifting Men's Middleweight,,f106fc8f80b5fa63f05b892798e44406cf37a0ae08211353a1380b5eef3c1faf
62337,M,22.0,187.0,112.0,Hungary,HUN,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,,3c79f3182de1f5b0e389c1894e943c767f46c879438420cb02db6f5f2a4714d0
62343,M,24.0,172.0,68.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Football,Football Men's Football,Gold,06e65e8203b7c92c1bc44be44076b64b4d9568bdebdf5c65564303fd97432a04
62488,M,20.0,171.0,65.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Diving,Diving Men's Springboard,,e454a38361d5385736f547c05d0d4bf4ce0eac536bc9c12fe1f87938bfbc9f52
